total_points,now_cost,indexes
72,163,"[610, 611, 146, 339]"
66,163,"[610, 611, 146, 410]"
60,163,"[610, 611, 146, 413]"
56,163,"[610, 611, 146, 208]"
106,164,"[610, 611, 339, 410]"
100,164,"[610, 611, 339, 413]"
96,164,"[610, 611, 339, 208]"
94,164,"[610, 611, 410, 413]"
126,165,"[610, 611, 339, 323]"
123,165,"[610, 611, 146, 504]"
122,165,"[610, 611, 339, 56]"
121,165,"[610, 146, 339, 410]"
163,166,"[610, 611, 339, 504]"
157,166,"[610, 611, 410, 504]"
151,166,"[610, 611, 413, 504]"
149,166,"[610, 339, 410, 413]"
178,167,"[610, 146, 339, 504]"
177,167,"[610, 611, 323, 504]"
176,167,"[611, 146, 339, 504]"
175,167,"[610, 339, 410, 323]"
212,168,"[610, 339, 410, 504]"
210,168,"[611, 339, 410, 504]"
206,168,"[610, 339, 413, 504]"
204,168,"[611, 339, 413, 504]"
232,169,"[610, 339, 323, 504]"
230,169,"[611, 339, 323, 504]"
228,169,"[610, 339, 56, 504]"
226,169,"[610, 410, 323, 504]"
253,170,"[610, 339, 504, 340]"
253,170,"[339, 410, 413, 504]"
251,170,"[611, 339, 504, 340]"
249,170,"[339, 410, 208, 504]"
279,171,"[339, 410, 323, 504]"
275,171,"[339, 410, 56, 504]"
273,171,"[339, 413, 323, 504]"
269,171,"[339, 413, 56, 504]"
300,172,"[339, 410, 504, 340]"
295,172,"[339, 323, 56, 504]"
294,172,"[339, 413, 504, 340]"
290,172,"[339, 208, 504, 340]"
320,173,"[339, 323, 504, 340]"
316,173,"[339, 56, 504, 340]"
314,173,"[410, 323, 504, 340]"
310,173,"[410, 56, 504, 340]"
330,174,"[323, 56, 504, 340]"
326,174,"[339, 504, 340, 534]"
323,174,"[323, 527, 504, 340]"
321,174,"[339, 410, 504, 80]"
341,175,"[339, 323, 504, 80]"
340,175,"[323, 504, 340, 534]"
337,175,"[339, 56, 504, 80]"
336,175,"[56, 504, 340, 534]"
362,176,"[339, 504, 340, 80]"
356,176,"[410, 504, 340, 80]"
351,176,"[323, 56, 504, 80]"
350,176,"[413, 504, 340, 80]"
376,177,"[323, 504, 340, 80]"
372,177,"[56, 504, 340, 80]"
365,177,"[527, 504, 340, 80]"
382,178,"[504, 340, 534, 80]"
368,178,"[339, 504, 80, 459]"
382,179,"[323, 504, 80, 459]"
382,179,"[504, 340, 494, 80]"
378,179,"[56, 504, 80, 459]"
403,180,"[504, 340, 80, 459]"
388,180,"[504, 534, 80, 459]"
386,180,"[323, 504, 340, 147]"
401,181,"[504, 340, 80, 58]"
393,181,"[339, 504, 80, 147]"
392,181,"[504, 340, 534, 147]"
407,182,"[323, 504, 80, 147]"
406,182,"[504, 340, 80, 411]"
403,182,"[56, 504, 80, 147]"
428,183,"[504, 340, 80, 147]"
423,183,"[504, 340, 80, 126]"
413,183,"[504, 340, 459, 147]"
413,183,"[504, 534, 80, 147]"
430,184,"[504, 340, 80, 42]"
415,184,"[504, 340, 459, 42]"
434,185,"[504, 80, 459, 147]"
429,185,"[504, 80, 459, 126]"
436,186,"[504, 80, 459, 42]"
433,186,"[504, 340, 147, 126]"
432,186,"[504, 80, 58, 147]"
440,187,"[504, 340, 147, 42]"
437,187,"[504, 80, 411, 147]"
435,187,"[504, 340, 126, 42]"
454,188,"[504, 80, 147, 126]"
439,188,"[504, 80, 411, 42]"
439,188,"[504, 459, 147, 126]"
461,189,"[504, 80, 147, 42]"
456,189,"[504, 80, 126, 42]"
446,189,"[504, 459, 147, 42]"
457,190,"[504, 80, 147, 475]"
459,191,"[504, 80, 42, 475]"
466,192,"[504, 147, 126, 42]"
462,193,"[504, 147, 126, 475]"
475,194,"[504, 80, 147, 343]"
471,194,"[80, 147, 126, 42]"
470,194,"[504, 80, 126, 343]"
469,194,"[504, 147, 42, 475]"
477,195,"[504, 80, 42, 343]"
473,195,"[504, 80, 147, 149]"
475,196,"[504, 80, 42, 149]"
474,196,"[80, 147, 42, 475]"
480,197,"[504, 147, 126, 343]"
488,198,"[504, 340, 80, 40]"
487,198,"[504, 147, 42, 343]"
482,198,"[504, 126, 42, 343]"
485,199,"[504, 147, 42, 149]"
485,199,"[80, 147, 126, 343]"
494,200,"[504, 80, 459, 40]"
492,200,"[80, 147, 42, 343]"
498,201,"[504, 340, 147, 40]"
493,201,"[504, 340, 126, 40]"
500,202,"[504, 340, 42, 40]"
497,202,"[504, 80, 411, 40]"
519,203,"[504, 80, 147, 40]"
514,203,"[504, 80, 126, 40]"
504,203,"[504, 459, 147, 40]"
503,203,"[340, 80, 147, 40]"
521,204,"[504, 80, 42, 40]"
506,204,"[504, 459, 42, 40]"
517,205,"[504, 80, 475, 40]"
524,206,"[504, 147, 126, 40]"
531,207,"[504, 147, 42, 40]"
526,207,"[504, 126, 42, 40]"
529,208,"[80, 147, 126, 40]"
527,208,"[504, 147, 475, 40]"
536,209,"[80, 147, 42, 40]"
535,209,"[504, 80, 343, 40]"
531,209,"[80, 126, 42, 40]"
533,210,"[504, 80, 149, 40]"
532,210,"[80, 147, 475, 40]"
534,211,"[80, 42, 475, 40]"
545,212,"[504, 147, 343, 40]"
541,212,"[147, 126, 42, 40]"
540,212,"[504, 126, 343, 40]"
547,213,"[504, 42, 343, 40]"
543,213,"[504, 147, 149, 40]"
550,214,"[80, 147, 343, 40]"
545,214,"[504, 42, 149, 40]"
552,215,"[80, 42, 343, 40]"
548,215,"[80, 147, 149, 40]"
550,216,"[80, 42, 149, 40]"
555,217,"[147, 126, 343, 40]"
562,218,"[147, 42, 343, 40]"
557,218,"[126, 42, 343, 40]"
553,218,"[147, 126, 149, 40]"
564,219,"[504, 80, 40, 150]"
560,219,"[147, 42, 149, 40]"
559,219,"[504, 343, 149, 40]"
560,220,"[42, 475, 343, 40]"
564,221,"[80, 343, 149, 40]"
561,221,"[504, 147, 40, 393]"
574,222,"[504, 147, 40, 150]"
569,222,"[504, 126, 40, 150]"
576,223,"[504, 42, 40, 150]"
566,223,"[80, 147, 40, 393]"
579,224,"[80, 147, 40, 150]"
574,224,"[80, 126, 40, 150]"
581,225,"[80, 42, 40, 150]"
576,225,"[42, 343, 149, 40]"
577,226,"[80, 475, 40, 150]"
584,227,"[147, 126, 40, 150]"
578,227,"[147, 42, 40, 393]"
591,228,"[147, 42, 40, 150]"
590,228,"[504, 343, 40, 150]"
586,228,"[126, 42, 40, 150]"
588,229,"[504, 149, 40, 150]"
587,229,"[147, 475, 40, 150]"
595,230,"[80, 343, 40, 150]"
589,230,"[42, 475, 40, 150]"
593,231,"[80, 149, 40, 150]"
592,232,"[504, 42, 40, 172]"
592,232,"[147, 343, 40, 393]"
605,233,"[147, 343, 40, 150]"
600,233,"[126, 343, 40, 150]"
595,233,"[80, 147, 40, 172]"
607,234,"[42, 343, 40, 150]"
603,234,"[147, 149, 40, 150]"
605,235,"[42, 149, 40, 150]"
607,237,"[147, 42, 40, 172]"
606,237,"[504, 343, 40, 172]"
606,237,"[504, 40, 393, 150]"
611,239,"[80, 343, 40, 172]"
611,239,"[80, 40, 393, 150]"
619,240,"[343, 149, 40, 150]"
609,240,"[80, 149, 40, 172]"
617,241,"[343, 394, 40, 150]"
621,242,"[147, 343, 40, 172]"
621,242,"[147, 40, 393, 150]"
623,243,"[42, 343, 40, 172]"
623,243,"[42, 40, 393, 150]"
623,246,"[147, 40, 150, 465]"
622,246,"[504, 40, 393, 172]"
635,247,"[504, 40, 150, 172]"
625,247,"[42, 40, 150, 465]"
637,248,"[343, 40, 393, 150]"
627,248,"[80, 40, 393, 172]"
640,249,"[80, 40, 150, 172]"
635,249,"[343, 149, 40, 172]"
637,251,"[147, 40, 393, 172]"
650,252,"[147, 40, 150, 172]"
645,252,"[126, 40, 150, 172]"
639,252,"[42, 40, 393, 172]"
652,253,"[42, 40, 150, 172]"
648,254,"[475, 40, 150, 172]"
653,257,"[343, 40, 393, 172]"
666,258,"[343, 40, 150, 172]"
651,258,"[149, 40, 393, 172]"
664,259,"[149, 40, 150, 172]"
662,260,"[394, 40, 150, 172]"
655,261,"[343, 40, 465, 172]"
668,266,"[432, 40, 150, 172]"
682,267,"[40, 393, 150, 172]"
671,270,"[40, 393, 465, 172]"
684,271,"[40, 150, 465, 172]"
670,271,"[147, 343, 40, 251]"
672,272,"[42, 343, 40, 251]"
684,276,"[504, 40, 150, 251]"
676,277,"[80, 40, 393, 251]"
689,278,"[80, 40, 150, 251]"
684,278,"[343, 149, 40, 251]"
686,280,"[147, 40, 393, 251]"
699,281,"[147, 40, 150, 251]"
694,281,"[126, 40, 150, 251]"
688,281,"[42, 40, 393, 251]"
701,282,"[42, 40, 150, 251]"
697,283,"[475, 40, 150, 251]"
700,285,"[504, 40, 172, 251]"
702,286,"[343, 40, 393, 251]"
715,287,"[343, 40, 150, 251]"
705,287,"[80, 40, 172, 251]"
713,288,"[149, 40, 150, 251]"
706,288,"[147, 40, 150, 122]"
711,289,"[394, 40, 150, 251]"
708,289,"[42, 40, 150, 122]"
715,290,"[147, 40, 172, 251]"
717,291,"[42, 40, 172, 251]"
722,294,"[343, 40, 150, 122]"
720,295,"[149, 40, 150, 122]"
717,295,"[432, 40, 150, 251]"
731,296,"[343, 40, 172, 251]"
731,296,"[40, 393, 150, 251]"
729,297,"[149, 40, 172, 251]"
727,298,"[394, 40, 172, 251]"
733,300,"[40, 150, 465, 251]"
738,303,"[343, 40, 172, 122]"
738,303,"[40, 393, 150, 122]"
736,304,"[149, 40, 172, 122]"
747,305,"[40, 393, 172, 251]"
760,306,"[40, 150, 172, 251]"
740,307,"[40, 150, 465, 122]"
749,309,"[40, 465, 172, 251]"
754,312,"[40, 393, 172, 122]"
767,313,"[40, 150, 172, 122]"
756,316,"[40, 465, 172, 122]"
757,318,"[40, 150, 302, 251]"
763,320,"[40, 150, 172, 270]"
761,323,"[80, 40, 251, 122]"
764,325,"[40, 150, 302, 122]"
771,326,"[147, 40, 251, 122]"
766,326,"[126, 40, 251, 122]"
773,327,"[42, 40, 251, 122]"
773,327,"[40, 172, 302, 251]"
769,328,"[475, 40, 251, 122]"
787,332,"[343, 40, 251, 122]"
785,333,"[149, 40, 251, 122]"
783,334,"[394, 40, 251, 122]"
780,334,"[40, 172, 302, 122]"
788,335,"[40, 150, 172, 253]"
789,340,"[432, 40, 251, 122]"
803,341,"[40, 393, 251, 122]"
816,342,"[40, 150, 251, 122]"
805,345,"[40, 465, 251, 122]"
790,346,"[343, 40, 122, 270]"
799,348,"[40, 393, 251, 270]"
812,349,"[40, 150, 251, 270]"
832,351,"[40, 172, 251, 122]"
817,352,"[150, 172, 251, 122]"
819,356,"[40, 150, 122, 270]"
828,358,"[40, 172, 251, 270]"
829,363,"[40, 302, 251, 122]"
824,363,"[40, 393, 251, 253]"
837,364,"[40, 150, 251, 253]"
835,365,"[40, 172, 122, 270]"
831,370,"[40, 393, 122, 253]"
844,371,"[40, 150, 122, 253]"
853,373,"[40, 172, 251, 253]"
838,374,"[150, 172, 251, 253]"
840,378,"[40, 150, 270, 253]"
860,380,"[40, 172, 122, 253]"
845,381,"[150, 172, 122, 253]"
850,385,"[40, 302, 251, 253]"
856,387,"[40, 172, 270, 253]"
857,392,"[40, 302, 122, 253]"
884,394,"[40, 251, 122, 270]"
869,395,"[150, 251, 122, 270]"
858,398,"[465, 251, 122, 270]"
865,400,"[343, 251, 122, 253]"
863,401,"[149, 251, 122, 253]"
885,404,"[172, 251, 122, 270]"
867,408,"[432, 251, 122, 253]"
909,409,"[40, 251, 122, 253]"
881,409,"[393, 251, 122, 253]"
894,410,"[150, 251, 122, 253]"
905,416,"[40, 251, 270, 253]"
890,417,"[150, 251, 270, 253]"
910,419,"[172, 251, 122, 253]"
912,423,"[40, 122, 270, 253]"
906,426,"[172, 251, 270, 253]"
907,431,"[302, 251, 122, 253]"
913,433,"[172, 122, 270, 253]"
910,445,"[302, 122, 270, 253]"
962,462,"[251, 122, 270, 253]"
